ANNOSCOLASTICO,PROVINCIA,ORDINESCUOLA,TIPOPOSTO,FASCIAETA,DOCENTITITOLARIMASCHI,DOCENTITITOLARIFEMMINE
201617,TARANTO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,88,394
201617,TERNI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,6,24
201617,CARBONIA-IGLESIAS,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,1
201617,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,250,385
201617,PADOVA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,44,1317
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,33,50
201617,ALESSANDRIA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,13
201617,COMO,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,3
201617,CASERTA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,8
201617,TORINO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,109,2579
201617,CAGLIARI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,32,71
201617,MACERATA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,1
201617,FIRENZE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,15,58
201617,BERGAMO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,203,384
201617,AGRIGENTO,SCUOLA PRIMARIA,NORMALE,FINO A 34,1,24
201617,ASTI,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,3
201617,LATINA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,26,93
201617,COSENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,2,74
201617,ANCONA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,77,183
201617,PORDENONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,3,12
201617,FERRARA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,5,18
201617,NUORO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,185,236
201617,MILANO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,267,1540
201617,RIMINI,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,3,10
201617,GENOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,5
201617,VERBANO-CUSIO-OSSOLA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,101,135
201617,TERNI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,6,30
201617,RIMINI,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,200,329
201617,MILANO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,9,1229
201617,COMO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,110,389
201617,PARMA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,16,391
201617,VICENZA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,9,71
201617,PESARO E URBINO,SCUOLA INFANZIA,NORMALE,FINO A 34,0,20
201617,ISERNIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,9,7
201617,CASERTA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,10,744
201617,BRINDISI,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,27
201617,BRESCIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,179,380
201617,SONDRIO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,3
201617,VITERBO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,1,5
201617,CROTONE,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,28,123
201617,FOGGIA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,3,386
201617,PORDENONE,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,154
201617,FERMO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,11
201617,ISERNIA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,6
201617,CHIETI,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,58
201617,PADOVA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,31,52
201617,MANTOVA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,3,22
201617,SASSARI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,39,90
201617,TARANTO,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,12
201617,NOVARA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,1,3
201617,NUORO,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,5
201617,BARLETTA-ADRIA-TRANI,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,7,114
201617,L'AQUILA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,9,36
201617,ROMA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,200,913
201617,RIETI,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,98
201617,VENEZIA,SCUOLA INFANZIA,NORMALE,OLTRE 54,2,306
201617,CROTONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,6,21
201617,TRAPANI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,42,51
201617,RAGUSA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,7,141
201617,CUNEO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,2,265
201617,FROSINONE,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,105,361
201617,MESSINA,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,16
201617,PESARO E URBINO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,48,135
201617,REGGIO CALABRIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,4,9
201617,SIENA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,10,275
201617,BERGAMO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,227,584
201617,CAMPOBASSO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,4
201617,VARESE,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,31,254
201617,FIRENZE,SCUOLA PRIMARIA,NORMALE,FINO A 34,3,110
201617,BERGAMO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,53,1154
201617,NOVARA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,19
201617,ROVIGO,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,7
201617,PIACENZA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,16,252
201617,PESCARA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,46,136
201617,COMO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,37,194
201617,PARMA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,49,210
201617,AREZZO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,21
201617,REGGIO CALABRIA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,4,119
201617,BRINDISI,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,366,421
201617,BENEVENTO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,7,8
201617,SASSARI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,15,47
201617,OGLIASTRA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,3
201617,SIRACUSA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,348
201617,TRAPANI,SCUOLA INFANZIA,NORMALE,FINO A 34,0,1
201617,LIVORNO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,4,57
201617,PALERMO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,90,1940
201617,VARESE,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,6
201617,BELLUNO,SCUOLA PRIMARIA,NORMALE,FINO A 34,2,16
201617,VERONA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,31,70
201617,RAGUSA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,1
201617,LECCO,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,91
201617,L'AQUILA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,5
201617,PRATO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,5,14
201617,TERNI,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,1
201617,CROTONE,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,5
201617,CAGLIARI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,4,5
201617,VENEZIA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,20
201617,ORISTANO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,29,99
201617,CAMPOBASSO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,2
201617,CHIETI,SCUOLA PRIMARIA,NORMALE,FINO A 34,2,14
201617,MATERA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,1
201617,AGRIGENTO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,20,176
201617,FIRENZE,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,2,18
201617,BERGAMO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,45,1047
201617,SONDRIO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,1,15
201617,SAVONA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,31,76
201617,GORIZIA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,13
201617,AREZZO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,5,27
201617,CALTANISSETTA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,2
201617,POTENZA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,4,6
201617,REGGIO CALABRIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,3,64
201617,AREZZO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,18,440
201617,ROMA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,31
201617,VITERBO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,106,242
201617,CATANIA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,6,42
201617,PISA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,2,2
201617,ISERNIA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,2
201617,BRESCIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,29,79
201617,PADOVA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,9
201617,MODENA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,28,753
201617,PRATO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,39
201617,AGRIGENTO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,223,404
201617,PESARO E URBINO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,34,390
201617,MILANO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,575,2020
201617,VERCELLI,SCUOLA PRIMARIA,NORMALE,FINO A 34,1,22
201617,SIENA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,9,34
201617,SALERNO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,69,1958
201617,MASSA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,9,19
201617,LECCO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,5
201617,RAGUSA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,29,40
201617,CALTANISSETTA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,60,245
201617,GENOVA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,10
201617,RIMINI,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,107
201617,VITERBO,SCUOLA INFANZIA,NORMALE,FINO A 34,0,3
201617,PESCARA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,12,465
201617,UDINE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,4,4
201617,MONZA E BRIANZA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,3,1
201617,NOVARA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,1,2
201617,GORIZIA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,13,213
201617,TRAPANI,SCUOLA PRIMARIA,NORMALE,OLTRE 54,31,645
201617,FERRARA,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,11
201617,LUCCA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,13,29
201617,CALTANISSETTA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,16,5
201617,BIELLA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,82,144
201617,PESARO E URBINO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,10,252
201617,CASERTA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,408,1127
201617,CATANIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,34,284
201617,POTENZA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,1,218
201617,RAVENNA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,6,23
201617,CARBONIA-IGLESIAS,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,1,41
201617,CAGLIARI,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,34,785
201617,BIELLA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,1,0
201617,TORINO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,51,142
201617,L'AQUILA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,16,59
201617,CATANZARO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,77,241
201617,LA SPEZIA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,39
201617,GENOVA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,14
201617,MONZA E BRIANZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,14,45
201617,PIACENZA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,7
201617,VERONA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,4,96
201617,CAMPOBASSO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,25,76
201617,ROVIGO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,10,31
201617,VIBO VALENTIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,21,7
201617,RAVENNA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,2,119
201617,CROTONE,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,7,92
201617,OLBIA-TEMPIO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,118,130
201617,CAMPOBASSO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,15,39
201617,FERRARA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,8,223
201617,CAGLIARI,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,32
201617,BOLOGNA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,48,874
201617,LODI,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,0,25
201617,AREZZO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,8,22
201617,CATANIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,5,10
201617,ASCOLI PICENO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,10,276
201617,TREVISO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,229,575
201617,VERONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,1,4
201617,REGGIO EMILIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,117,190
201617,SALERNO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,402,1197
201617,AGRIGENTO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,22
201617,FROSINONE,SCUOLA INFANZIA,NORMALE,OLTRE 54,1,417
201617,COMO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,261
201617,PRATO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,81,175
201617,MANTOVA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,6,10
201617,RIMINI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,10,33
201617,ISERNIA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,24
201617,BRESCIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,11,28
201617,ANCONA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,340
201617,SALERNO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,14,21
201617,PESCARA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,19,59
201617,MASSA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,3
201617,PISA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,0,7
201617,FOGGIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,1
201617,ASTI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,21,126
201617,ORISTANO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,8,223
201617,PIACENZA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,6,290
201617,BENEVENTO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,3,124
201617,OLBIA-TEMPIO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,14,33
201617,FROSINONE,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,6
201617,VICENZA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,383,796
201617,MACERATA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,12,51
201617,BELLUNO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,16,255
201617,VICENZA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,40,1312
201617,CATANZARO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,10
201617,VERBANO-CUSIO-OSSOLA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,1,2
201617,REGGIO CALABRIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,281,617
201617,BARI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,661,1554
201617,TERAMO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,20,70
201617,CAMPOBASSO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,44,127
201617,LIVORNO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,1,9
201617,VERCELLI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,1,1
201617,ISERNIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,2,3
201617,LECCE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,33,61
201617,LA SPEZIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,2,10
201617,CROTONE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,5,8
201617,UDINE,SCUOLA PRIMARIA,NORMALE,FINO A 34,5,110
201617,AGRIGENTO,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,12
201617,NOVARA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,10,16
201617,VERONA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,131,561
201617,SALERNO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,155,338
201617,GENOVA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,434,930
201617,BENEVENTO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,11,35
201617,MONZA E BRIANZA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,1,62
201617,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,1,15
201617,BARLETTA-ADRIA-TRANI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,12,69
201617,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,10,26
201617,RAGUSA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,20,31
201617,PESCARA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,125
201617,COSENZA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,88,197
201617,MACERATA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,218
201617,PIACENZA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,2,6
201617,VERBANO-CUSIO-OSSOLA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,8,12
201617,IMPERIA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,54,149
201617,CASERTA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,9
201617,FORLI'-CESENA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,7,27
201617,TORINO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,8,15
201617,SONDRIO,SCUOLA INFANZIA,NORMALE,FINO A 34,0,2
201617,MEDIO-CAMPITANO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,0,12
201617,ENNA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,3,48
201617,CATANZARO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,183
201617,TRIESTE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,6,15
201617,NAPOLI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,144,283
201617,RAGUSA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,17
201617,CALTANISSETTA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,3,279
201617,PAVIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,12,37
201617,RIETI,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,31,98
201617,FROSINONE,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,2,26
201617,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,9,28
201617,VITERBO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,1,157
201617,MASSA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,140
201617,PISA,SCUOLA INFANZIA,NORMALE,OLTRE 54,1,223
201617,MONZA E BRIANZA,SCUOLA PRIMARIA,NORMALE,FINO A 34,10,110
201617,CAGLIARI,SCUOLA INFANZIA,NORMALE,OLTRE 54,1,314
201617,ORISTANO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,4,13
201617,NAPOLI,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,25,2548
201617,PADOVA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,15,32
201617,RAGUSA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,9
201617,CUNEO,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,14
201617,NOVARA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,6
201617,GENOVA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,7
201617,BELLUNO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,59,139
201617,FORLI'-CESENA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,124,335
201617,UDINE,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,246
201617,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,215,281
201617,IMPERIA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,9,45
201617,CASERTA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,43,1524
201617,BRESCIA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,2,47
201617,ORISTANO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,22,46
201617,SASSARI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,227,356
201617,TERAMO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,1,27
201617,MEDIO-CAMPITANO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,7
201617,BARLETTA-ADRIA-TRANI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,150,365
201617,LODI,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,4,14
201617,LECCE,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,72,226
201617,SIRACUSA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,378
201617,TORINO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,723,1791
201617,CALTANISSETTA,SCUOLA INFANZIA,NORMALE,OLTRE 54,2,228
201617,AVELLINO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,105
201617,L'AQUILA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,1,23
201617,VICENZA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,671,811
201617,NAPOLI,SCUOLA PRIMARIA,NORMALE,OLTRE 54,131,4749
201617,PISTOIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,2,57
201617,PRATO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,36,131
201617,SIENA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,23,95
201617,CAMPOBASSO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,27
201617,LUCCA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,19
201617,VENEZIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,264,557
201617,VERONA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,37,1353
201617,COSENZA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,881
201617,RAVENNA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,26,337
201617,ORISTANO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,2,5
201617,PALERMO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,6,94
201617,FORLI'-CESENA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,2,8
201617,LIVORNO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,8,24
201617,VERBANO-CUSIO-OSSOLA,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,109
201617,NOVARA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,3,8
201617,MANTOVA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,11,430
201617,SASSARI,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,2,51
201617,ORISTANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,4,11
